Location,Medium,Sample Date,Procedure Name,Nuclides/ Radiation,Result,Combined Standard Uncertainty,MDC,Unit
CARLSBAD,AIR-FILTER,2011-09-14,Gross beta in air,Gross Beta,0.0243,0.0015,0.00041,PCI/M3
CARLSBAD,AIR-FILTER,2011-08-12,Gross beta in air,Gross Beta,0.017,0.0011,0.00052,PCI/M3
CARLSBAD,AIR-FILTER,2011-04-3,Gross beta in air,Gross Beta,0.00769,0.00055,0.00053,PCI/M3
CARLSBAD,AIR-FILTER,2011-04-25,Gross beta in air,Gross Beta,0.01534,0.00099,0.00055,PCI/M3
CARLSBAD,AIR-FILTER,2011-04-11,Gross beta in air,Gross Beta,0.00941,0.00064,0.00055,PCI/M3
CARLSBAD,AIR-FILTER,2011-05-21,Gross beta in air,Gross Beta,0.00918,0.0006,0.00028,PCI/M3
CARLSBAD,AIR-FILTER,2011-07-25,Gross beta in air,Gross Beta,0.01091,0.00074,0.00049,PCI/M3
CARLSBAD,AIR-FILTER,2011-03-28,Gross beta in air,Gross Beta,0.0617,0.0037,0.00038,PCI/M3
CARLSBAD,AIR-FILTER,2011-05-12,Gross beta in air,Gross Beta,0.01086,0.00073,0.00045,PCI/M3
CARLSBAD,AIR-FILTER,2011-07-28,Gross beta in air,Gross Beta,0.01106,0.00074,0.00045,PCI/M3
CARLSBAD,AIR-FILTER,2011-08-31,Gross beta in air,Gross Beta,0.0202,0.0012,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2011-10-7,Gross beta in air,Gross Beta,0.0177,0.0012,0.00059,PCI/M3
CARLSBAD,AIR-FILTER,2011-08-23,Gross beta in air,Gross Beta,0.0164,0.001,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2011-03-24,Gross beta in air,Gross Beta,0.016,0.001,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2011-10-25,Gross beta in air,Gross Beta,0.0196,0.0012,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2011-11-28,Gross beta in air,Gross Beta,0.01173,0.00073,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2011-05-9,Gross beta in air,Gross Beta,0.0163,0.001,0.00041,PCI/M3
CARLSBAD,AIR-FILTER,2011-07-8,Gross beta in air,Gross Beta,0.0203,0.0013,0.00044,PCI/M3
CARLSBAD,AIR-FILTER,2011-10-21,Gross beta in air,Gross Beta,0.0155,0.001,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2011-04-21,Gross beta in air,Gross Beta,0.016,0.0011,0.00072,PCI/M3
CARLSBAD,AIR-FILTER,2011-07-5,Gross beta in air,Gross Beta,0.01336,0.00086,0.00038,PCI/M3
CARLSBAD,AIR-FILTER,2011-04-28,Gross beta in air,Gross Beta,0.0147,0.0011,0.00091,PCI/M3
CARLSBAD,AIR-FILTER,2011-09-30,Gross beta in air,Gross Beta,0.0187,0.0012,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2011-05-27,Gross beta in air,Gross Beta,0.0165,0.0011,0.00059,PCI/M3
CARLSBAD,AIR-FILTER,2012-07-24,Gross beta in air,Gross Beta,0.01209,0.00079,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2012-02-29,Gross beta in air,Gross Beta,0.00903,0.0006,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2012-10-18,Gross beta in air,Gross Beta,0.0168,0.0011,0.00049,PCI/M3
CARLSBAD,AIR-FILTER,2012-12-14,Gross beta in air,Gross Beta,0.01124,0.00076,0.00046,PCI/M3
CARLSBAD,AIR-FILTER,2012-10-15,Gross beta in air,Gross Beta,0.0193,0.0012,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2012-08-7,Gross beta in air,Gross Beta,0.0207,0.0013,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2012-09-11,Gross beta in air,Gross Beta,0.0173,0.0011,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2012-08-31,Gross beta in air,Gross Beta,0.01492,0.00098,0.0005,PCI/M3
CARLSBAD,AIR-FILTER,2012-08-28,Gross beta in air,Gross Beta,0.0112,0.00073,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2012-11-2,Gross beta in air,Gross Beta,0.0189,0.0012,0.00065,PCI/M3
CARLSBAD,AIR-FILTER,2012-09-21,Gross beta in air,Gross Beta,0.0201,0.0013,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2012-10-1,Gross beta in air,Gross Beta,0.0169,0.001,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2012-11-30,Gross beta in air,Gross Beta,0.02,0.0013,0.00071,PCI/M3
CARLSBAD,AIR-FILTER,2012-01-27,Gross beta in air,Gross Beta,0.00995,0.0007,0.00052,PCI/M3
CARLSBAD,AIR-FILTER,2012-02-24,Gross beta in air,Gross Beta,0.0087,0.00062,0.0005,PCI/M3
CARLSBAD,AIR-FILTER,2012-05-18,Gross beta in air,Gross Beta,0.0209,0.0013,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2012-07-3,Gross beta in air,Gross Beta,0.01441,0.00092,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2012-07-6,Gross beta in air,Gross Beta,0.01087,0.00074,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2012-12-11,Gross beta in air,Gross Beta,0.00346,0.00025,0.00022,PCI/M3
CARLSBAD,AIR-FILTER,2012-10-5,Gross beta in air,Gross Beta,0.0243,0.0015,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2012-05-4,Gross beta in air,Gross Beta,0.01311,0.0009,0.00074,PCI/M3
CARLSBAD,AIR-FILTER,2012-03-12,Gross beta in air,Gross Beta,0.00618,0.0004,0.00018,PCI/M3
CARLSBAD,AIR-FILTER,2012-01-13,Gross beta in air,Gross Beta,0.01131,0.0007,0.00021,PCI/M3
CARLSBAD,AIR-FILTER,2012-03-29,Gross beta in air,Gross Beta,0.00992,0.0007,0.00063,PCI/M3
CARLSBAD,AIR-FILTER,2012-05-1,Gross beta in air,Gross Beta,0.0164,0.001,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2012-06-29,Gross beta in air,Gross Beta,0.0214,0.0013,0.00044,PCI/M3
CARLSBAD,AIR-FILTER,2012-09-4,Gross beta in air,Gross Beta,0.0209,0.0013,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2012-08-14,Gross beta in air,Gross Beta,0.0199,0.0012,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2012-03-15,Gross beta in air,Gross Beta,0.01397,0.00092,0.00051,PCI/M3
CARLSBAD,AIR-FILTER,2012-03-5,Gross beta in air,Gross Beta,0.01035,0.00069,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2012-09-25,Gross beta in air,Gross Beta,0.0204,0.0013,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2012-05-8,Gross beta in air,Gross Beta,0.0159,0.001,0.0004,PCI/M3
CARLSBAD,AIR-FILTER,2012-10-9,Gross beta in air,Gross Beta,0.0194,0.0012,0.0004,PCI/M3
CARLSBAD,AIR-FILTER,2012-04-9,Gross beta in air,Gross Beta,0.01094,0.00069,0.00023,PCI/M3
CARLSBAD,AIR-FILTER,2012-06-12,Gross beta in air,Gross Beta,0.01504,0.00095,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2012-12-4,Gross beta in air,Gross Beta,0.0204,0.0013,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2012-04-24,Gross beta in air,Gross Beta,0.015,0.00096,0.00044,PCI/M3
CARLSBAD,AIR-FILTER,2012-01-20,Gross beta in air,Gross Beta,0.00897,0.00065,0.00063,PCI/M3
CARLSBAD,AIR-FILTER,2012-04-20,Gross beta in air,Gross Beta,0.0157,0.001,0.00051,PCI/M3
CARLSBAD,AIR-FILTER,2012-11-9,Gross beta in air,Gross Beta,0.018,0.0012,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2012-12-18,Gross beta in air,Gross Beta,0.0027,0.00024,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2012-09-14,Gross beta in air,Gross Beta,0.01337,0.00089,0.0005,PCI/M3
CARLSBAD,AIR-FILTER,2012-07-17,Gross beta in air,Gross Beta,0.0187,0.0012,0.00028,PCI/M3
CARLSBAD,AIR-FILTER,2012-08-16,Gross beta in air,Gross Beta,0.01409,0.00097,0.00067,PCI/M3
CARLSBAD,AIR-FILTER,2012-08-10,Gross beta in air,Gross Beta,0.0167,0.0011,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2012-07-9,Gross beta in air,Gross Beta,0.01144,0.00076,0.00044,PCI/M3
CARLSBAD,AIR-FILTER,2012-01-6,Gross beta in air,Gross Beta,0.0103,0.00071,0.0005,PCI/M3
CARLSBAD,AIR-FILTER,2012-03-26,Gross beta in air,Gross Beta,0.01206,0.00081,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2012-05-15,Gross beta in air,Gross Beta,0.0191,0.0012,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2012-09-18,Gross beta in air,Gross Beta,0.01444,0.00092,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2012-07-20,Gross beta in air,Gross Beta,0.0154,0.001,0.00063,PCI/M3
CARLSBAD,AIR-FILTER,2012-11-6,Gross beta in air,Gross Beta,0.0175,0.0011,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2012-01-17,Gross beta in air,Gross Beta,0.00804,0.00055,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2012-11-20,Gross beta in air,Gross Beta,0.0222,0.0013,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2012-04-12,Gross beta in air,Gross Beta,0.01015,0.0007,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2012-02-13,Gross beta in air,Gross Beta,0.0216,0.0013,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2012-08-2,Gross beta in air,Gross Beta,0.01342,0.00083,0.00023,PCI/M3
CARLSBAD,AIR-FILTER,2012-09-7,Gross beta in air,Gross Beta,0.0167,0.0011,0.00046,PCI/M3
CARLSBAD,AIR-FILTER,2012-02-6,Gross beta in air,Gross Beta,0.01239,0.00078,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2012-04-27,Gross beta in air,Gross Beta,0.01165,0.00079,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2012-01-31,Gross beta in air,Gross Beta,0.01397,0.00089,0.00044,PCI/M3
CARLSBAD,AIR-FILTER,2013-04-30,Gross beta in air,Gross Beta,0.01122,0.00073,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2013-11-8,Gross beta in air,Gross Beta,0.0339,0.0021,0.0003,PCI/M3
CARLSBAD,AIR-FILTER,2013-08-30,Gross beta in air,Gross Beta,0.00716,0.00052,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2013-01-25,Gross beta in air,Gross Beta,0.01568,0.00096,0.0002,PCI/M3
CARLSBAD,AIR-FILTER,2013-09-25,Gross beta in air,Gross Beta,0.00715,0.00048,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2013-10-7,Gross beta in air,Gross Beta,0.00522,0.00036,0.00027,PCI/M3
CARLSBAD,AIR-FILTER,2013-03-21,Gross beta in air,Gross Beta,0.01028,0.00071,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2013-10-18,Gross beta in air,Gross Beta,0.00819,0.00059,0.0005,PCI/M3
CARLSBAD,AIR-FILTER,2013-12-23,Gross beta in air,Gross Beta,0.0208,0.0013,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2013-10-11,Gross beta in air,Gross Beta,0.00797,0.00054,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2013-05-31,Gross beta in air,Gross Beta,0.00976,0.00068,0.00052,PCI/M3
CARLSBAD,AIR-FILTER,2013-04-19,Gross beta in air,Gross Beta,0.01123,0.00076,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2013-03-7,Gross beta in air,Gross Beta,0.00858,0.0006,0.00045,PCI/M3
CARLSBAD,AIR-FILTER,2013-04-16,Gross beta in air,Gross Beta,0.01139,0.00074,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2013-03-11,Gross beta in air,Gross Beta,0.00956,0.00064,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2013-03-4,Gross beta in air,Gross Beta,0.00558,0.00044,0.00049,PCI/M3
CARLSBAD,AIR-FILTER,2013-04-9,Gross beta in air,Gross Beta,0.01108,0.00073,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2013-04-12,Gross beta in air,Gross Beta,0.01221,0.00082,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2013-06-18,Gross beta in air,Gross Beta,0.00702,0.00049,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2013-07-26,Gross beta in air,Gross Beta,0.00652,0.00048,0.00045,PCI/M3
CARLSBAD,AIR-FILTER,2013-07-8,Gross beta in air,Gross Beta,0.01454,0.0009,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2013-09-27,Gross beta in air,Gross Beta,0.00831,0.00063,0.00062,PCI/M3
CARLSBAD,AIR-FILTER,2013-09-6,Gross beta in air,Gross Beta,0.01014,0.0007,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2013-07-11,Gross beta in air,Gross Beta,0.00599,0.00046,0.00049,PCI/M3
CARLSBAD,AIR-FILTER,2013-10-1,Gross beta in air,Gross Beta,0.0077,0.00053,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2013-06-11,Gross beta in air,Gross Beta,0.00799,0.00055,0.00038,PCI/M3
CARLSBAD,AIR-FILTER,2013-02-19,Gross beta in air,Gross Beta,0.01041,0.0007,0.00041,PCI/M3
CARLSBAD,AIR-FILTER,2013-03-14,Gross beta in air,Gross Beta,0.0106,0.00072,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2013-02-23,Gross beta in air,Gross Beta,0.00654,0.00049,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2013-08-16,Gross beta in air,Gross Beta,0.00554,0.00044,0.00051,PCI/M3
CARLSBAD,AIR-FILTER,2013-08-27,Gross beta in air,Gross Beta,0.00532,0.00039,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2013-09-3,Gross beta in air,Gross Beta,0.01165,0.00076,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2013-12-31,Gross beta in air,Gross Beta,0.00943,0.00059,0.00011,PCI/M3
CARLSBAD,AIR-FILTER,2013-07-29,Gross beta in air,Gross Beta,0.00671,0.00051,0.00053,PCI/M3
CARLSBAD,AIR-FILTER,2013-06-4,Gross beta in air,Gross Beta,0.00941,0.00062,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2013-12-6,Gross beta in air,Gross Beta,0.01177,0.00076,0.00022,PCI/M3
CARLSBAD,AIR-FILTER,2013-10-22,Gross beta in air,Gross Beta,0.01179,0.00077,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2013-12-20,Gross beta in air,Gross Beta,0.00709,0.00049,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2013-08-23,Gross beta in air,Gross Beta,0.01403,0.00092,0.00049,PCI/M3
CARLSBAD,AIR-FILTER,2013-01-8,Gross beta in air,Gross Beta,0.0231,0.0014,0.00038,PCI/M3
CARLSBAD,AIR-FILTER,2013-08-6,Gross beta in air,Gross Beta,0.01129,0.0007,0.00021,PCI/M3
CARLSBAD,AIR-FILTER,2013-08-13,Gross beta in air,Gross Beta,0.00764,0.00049,0.0002,PCI/M3
CARLSBAD,AIR-FILTER,2013-11-12,Gross beta in air,Gross Beta,0.01153,0.00075,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2013-07-2,Gross beta in air,Gross Beta,0.00967,0.00062,0.00027,PCI/M3
CARLSBAD,AIR-FILTER,2013-10-15,Gross beta in air,Gross Beta,0.00642,0.00045,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2013-05-7,Gross beta in air,Gross Beta,0.01177,0.00076,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2013-04-26,Gross beta in air,Gross Beta,0.01264,0.0009,0.00074,PCI/M3
CARLSBAD,AIR-FILTER,2013-02-7,Gross beta in air,Gross Beta,0.00541,0.00042,0.00049,PCI/M3
CARLSBAD,AIR-FILTER,2013-10-31,Gross beta in air,Gross Beta,0.00262,0.00019,0.00012,PCI/M3
CARLSBAD,AIR-FILTER,2013-12-16,Gross beta in air,Gross Beta,0.1,0.006,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2013-03-1,Gross beta in air,Gross Beta,0.00617,0.00046,0.00046,PCI/M3
CARLSBAD,AIR-FILTER,2013-05-17,Gross beta in air,Gross Beta,0.01205,0.00081,0.00046,PCI/M3
CARLSBAD,AIR-FILTER,2013-03-18,Gross beta in air,Gross Beta,0.01101,0.00072,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2013-05-28,Gross beta in air,Gross Beta,0.00897,0.0006,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2013-12-2,Gross beta in air,Gross Beta,0.01199,0.00076,0.00019,PCI/M3
CARLSBAD,AIR-FILTER,2013-08-20,Gross beta in air,Gross Beta,0.01193,0.00077,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2013-01-15,Gross beta in air,Gross Beta,0.01229,0.00076,0.00019,PCI/M3
CARLSBAD,AIR-FILTER,2013-03-25,Gross beta in air,Gross Beta,0.0154,0.001,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2013-06-21,Gross beta in air,Gross Beta,0.01078,0.00073,0.00046,PCI/M3
CARLSBAD,AIR-FILTER,2013-11-20,Gross beta in air,Gross Beta,0.00772,0.00051,0.00019,PCI/M3
CARLSBAD,AIR-FILTER,2013-01-18,Gross beta in air,Gross Beta,0.00846,0.0006,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2013-11-27,Gross beta in air,Gross Beta,0.01066,0.00066,0.00014,PCI/M3
CARLSBAD,AIR-FILTER,2013-06-14,Gross beta in air,Gross Beta,0.00705,0.00051,0.00044,PCI/M3
CARLSBAD,AIR-FILTER,2013-05-10,Gross beta in air,Gross Beta,0.00707,0.00052,0.00049,PCI/M3
CARLSBAD,AIR-FILTER,2013-04-5,Gross beta in air,Gross Beta,0.00971,0.00064,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2013-02-26,Gross beta in air,Gross Beta,0.00554,0.00041,0.00039,PCI/M3
CARLSBAD,AIR-FILTER,2013-03-28,Gross beta in air,Gross Beta,0.01169,0.00079,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2013-01-4,Gross beta in air,Gross Beta,0.018,0.0012,0.00069,PCI/M3
CARLSBAD,AIR-FILTER,2013-11-15,Gross beta in air,Gross Beta,0.01455,0.00094,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2013-04-1,Gross beta in air,Gross Beta,0.01139,0.00074,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2013-06-27,Gross beta in air,Gross Beta,0.01099,0.00082,0.00077,PCI/M3
CARLSBAD,AIR-FILTER,2014-07-3,Gross beta in air,Gross Beta,0.00901,0.00067,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2014-01-23,Gross beta in air,Gross Beta,0.00892,0.00057,0.00016,PCI/M3
CARLSBAD,AIR-FILTER,2014-04-25,Gross beta in air,Gross Beta,0.01252,0.00082,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2014-03-28,Gross beta in air,Gross Beta,0.00918,0.00069,0.0005,PCI/M3
CARLSBAD,AIR-FILTER,2014-02-14,Gross beta in air,Gross Beta,0.0236,0.0015,0.0003,PCI/M3
CARLSBAD,AIR-FILTER,2014-02-21,Gross beta in air,Gross Beta,0.00541,0.00041,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2014-06-6,Gross beta in air,Gross Beta,0.00806,0.00061,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2014-06-10,Gross beta in air,Gross Beta,0.0073,0.0005,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2014-05-16,Gross beta in air,Gross Beta,0.00992,0.00065,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2014-07-11,Gross beta in air,Gross Beta,0.00949,0.00059,0.00011,PCI/M3
CARLSBAD,AIR-FILTER,2014-10-7,Gross beta in air,Gross Beta,0.00828,0.00052,0.00013,PCI/M3
CARLSBAD,AIR-FILTER,2014-04-17,Gross beta in air,Gross Beta,0.01205,0.00085,0.0005,PCI/M3
CARLSBAD,AIR-FILTER,2014-04-5,Gross beta in air,Gross Beta,0.009,0.0006,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2014-12-23,Gross beta in air,Gross Beta,0.00473,0.00035,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2014-03-11,Gross beta in air,Gross Beta,0.00855,0.00055,0.00017,PCI/M3
CARLSBAD,AIR-FILTER,2014-06-4,Gross beta in air,Gross Beta,0.01189,0.00075,0.00019,PCI/M3
CARLSBAD,AIR-FILTER,2014-01-28,Gross beta in air,Gross Beta,0.0089,0.00057,0.00017,PCI/M3
CARLSBAD,AIR-FILTER,2014-05-20,Gross beta in air,Gross Beta,0.01466,0.00093,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2014-10-22,Gross beta in air,Gross Beta,0.01162,0.00073,0.00019,PCI/M3
CARLSBAD,AIR-FILTER,2014-01-31,Gross beta in air,Gross Beta,0.00719,0.00051,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2014-06-20,Gross beta in air,Gross Beta,0.01351,0.00088,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2014-02-11,Gross beta in air,Gross Beta,0.01163,0.00075,0.00023,PCI/M3
CARLSBAD,AIR-FILTER,2014-09-16,Gross beta in air,Gross Beta,0.00767,0.00049,0.00012,PCI/M3
CARLSBAD,AIR-FILTER,2014-10-28,Gross beta in air,Gross Beta,0.00968,0.00063,0.00021,PCI/M3
CARLSBAD,AIR-FILTER,2014-12-19,Gross beta in air,Gross Beta,0.00417,0.00034,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2014-05-7,Gross beta in air,Gross Beta,0.00942,0.00061,0.00018,PCI/M3
CARLSBAD,AIR-FILTER,2014-07-25,Gross beta in air,Gross Beta,0.01395,0.00091,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2014-12-16,Gross beta in air,Gross Beta,0.00985,0.00064,0.00022,PCI/M3
CARLSBAD,AIR-FILTER,2014-04-11,Gross beta in air,Gross Beta,0.00802,0.00057,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2014-04-1,Gross beta in air,Gross Beta,0.00964,0.00064,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2014-02-4,Gross beta in air,Gross Beta,0.01129,0.00073,0.00023,PCI/M3
CARLSBAD,AIR-FILTER,2014-04-22,Gross beta in air,Gross Beta,0.00972,0.00062,0.00019,PCI/M3
CARLSBAD,AIR-FILTER,2014-10-15,Gross beta in air,Gross Beta,0.00388,0.00028,0.00017,PCI/M3
CARLSBAD,AIR-FILTER,2014-12-9,Gross beta in air,Gross Beta,0.01431,0.0009,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2014-12-5,Gross beta in air,Gross Beta,0.0228,0.0014,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2014-12-1,Gross beta in air,Gross Beta,0.00482,0.00033,0.00017,PCI/M3
CARLSBAD,AIR-FILTER,2014-12-12,Gross beta in air,Gross Beta,0.0217,0.0014,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2014-01-2,Gross beta in air,Gross Beta,0.00998,0.00073,0.0005,PCI/M3
CARLSBAD,AIR-FILTER,2014-06-27,Gross beta in air,Gross Beta,0.01197,0.00079,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2014-02-27,Gross beta in air,Gross Beta,0.01339,0.00083,0.00017,PCI/M3
CARLSBAD,AIR-FILTER,2014-04-15,Gross beta in air,Gross Beta,0.00769,0.00051,0.0002,PCI/M3
CARLSBAD,AIR-FILTER,2014-11-6,Gross beta in air,Gross Beta,0.00975,0.00061,0.00012,PCI/M3
CARLSBAD,AIR-FILTER,2014-04-8,Gross beta in air,Gross Beta,0.01102,0.00073,0.00028,PCI/M3
CARLSBAD,AIR-FILTER,2014-06-24,Gross beta in air,Gross Beta,0.01142,0.00074,0.00023,PCI/M3
CARLSBAD,AIR-FILTER,2014-07-29,Gross beta in air,Gross Beta,0.01144,0.00074,0.00023,PCI/M3
CARLSBAD,AIR-FILTER,2014-02-18,Gross beta in air,Gross Beta,0.00509,0.00036,0.00021,PCI/M3
CARLSBAD,AIR-FILTER,2014-10-17,Gross beta in air,Gross Beta,0.00771,0.0006,0.00049,PCI/M3
CARLSBAD,AIR-FILTER,2014-03-5,Gross beta in air,Gross Beta,0.01186,0.00074,0.00016,PCI/M3
CARLSBAD,AIR-FILTER,2014-10-24,Gross beta in air,Gross Beta,0.0084,0.00064,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2014-02-7,Gross beta in air,Gross Beta,0.01146,0.00076,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2014-05-9,Gross beta in air,Gross Beta,0.01291,0.00089,0.00045,PCI/M3
CARLSBAD,AIR-FILTER,2014-01-9,Gross beta in air,Gross Beta,0.01258,0.00077,0.00013,PCI/M3
CARLSBAD,AIR-FILTER,2014-07-15,Gross beta in air,Gross Beta,0.00917,0.0006,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2014-11-16,Gross beta in air,Gross Beta,0.01163,0.00071,0.00011,PCI/M3
CARLSBAD,AIR-FILTER,2014-01-17,Gross beta in air,Gross Beta,0.007,0.00044,0.00011,PCI/M3
CARLSBAD,AIR-FILTER,2015-07-2,Gross beta in air,Gross Beta,0.00855,0.00065,0.00049,PCI/M3
CARLSBAD,AIR-FILTER,2015-01-27,Gross beta in air,Gross Beta,0.00361,0.00028,0.00024,PCI/M3
CARLSBAD,AIR-FILTER,2015-12-4,Gross beta in air,Gross Beta,0.01033,0.00069,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2015-01-23,Gross beta in air,Gross Beta,0.00569,0.00042,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2015-01-20,Gross beta in air,Gross Beta,0.00509,0.00037,0.00026,PCI/M3
CARLSBAD,AIR-FILTER,2015-05-29,Gross beta in air,Gross Beta,0.01064,0.00071,0.0003,PCI/M3
CARLSBAD,AIR-FILTER,2015-11-6,Gross beta in air,Gross Beta,0.00656,0.00048,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2015-06-19,Gross beta in air,Gross Beta,0.00637,0.00044,0.00022,PCI/M3
CARLSBAD,AIR-FILTER,2015-10-30,Gross beta in air,Gross Beta,0.0097,0.00066,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2015-10-23,Gross beta in air,Gross Beta,0.00577,0.0005,0.00061,PCI/M3
CARLSBAD,AIR-FILTER,2015-08-18,Gross beta in air,Gross Beta,0.01274,0.0008,0.0002,PCI/M3
CARLSBAD,AIR-FILTER,2015-08-6,Gross beta in air,Gross Beta,0.01121,0.0007,0.00015,PCI/M3
CARLSBAD,AIR-FILTER,2015-03-3,Gross beta in air,Gross Beta,0.00621,0.0004,0.00014,PCI/M3
CARLSBAD,AIR-FILTER,2015-01-16,Gross beta in air,Gross Beta,0.00857,0.00063,0.00043,PCI/M3
CARLSBAD,AIR-FILTER,2015-03-20,Gross beta in air,Gross Beta,0.00432,0.00039,0.00046,PCI/M3
CARLSBAD,AIR-FILTER,2015-01-1,Gross beta in air,Gross Beta,0.00754,0.00047,0.00011,PCI/M3
CARLSBAD,AIR-FILTER,2015-05-1,Gross beta in air,Gross Beta,0.00638,0.00046,0.0003,PCI/M3
