Location,Medium,Sample Date,Procedure Name,Nuclides/ Radiation,Result,Combined Standard Uncertainty,MDC,Unit
ALBUQUERQUE,AIR-FILTER,2017-01-4,Gross beta in air,Gross Beta,0.00895,0.00056,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-04-5,Gross beta in air,Gross Beta,0.00547,0.00036,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-02-22,Gross beta in air,Gross Beta,0.00757,0.00048,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-04-12,Gross beta in air,Gross Beta,0.00787,0.0005,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-04-19,Gross beta in air,Gross Beta,0.0109,0.00068,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-05-31,Gross beta in air,Gross Beta,0.00797,0.00051,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-12-27,Gross beta in air,Gross Beta,0.01028,0.00064,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-08-16,Gross beta in air,Gross Beta,0.00805,0.00051,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-11-15,Gross beta in air,Gross Beta,0.01197,0.00074,0.00017,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-05-24,Gross beta in air,Gross Beta,0.00494,0.00033,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-04-26,Gross beta in air,Gross Beta,0.00752,0.00048,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-08-9,Gross beta in air,Gross Beta,0.00913,0.00057,0.00013,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-06-21,Gross beta in air,Gross Beta,0.00763,0.00049,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-05-3,Gross beta in air,Gross Beta,0.0052,0.00034,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-01-25,Gross beta in air,Gross Beta,0.00388,0.00027,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-02-1,Gross beta in air,Gross Beta,0.00817,0.00052,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-06-7,Gross beta in air,Gross Beta,0.00997,0.00062,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-05-17,Gross beta in air,Gross Beta,0.0078,0.0005,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-03-22,Gross beta in air,Gross Beta,0.01169,0.00072,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-11-9,Gross beta in air,Gross Beta,0.00769,0.00048,0.00013,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-01-18,Gross beta in air,Gross Beta,0.00744,0.00047,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-02-15,Gross beta in air,Gross Beta,0.00641,0.00041,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-03-8,Gross beta in air,Gross Beta,0.00643,0.00042,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-11-1,Gross beta in air,Gross Beta,0.00917,0.00057,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-10-11,Gross beta in air,Gross Beta,0.00698,0.00045,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2017-03-1,Gross beta in air,Gross Beta,0.00589,0.00038,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-03-14,Gross beta in air,Gross Beta,0.00771,0.00049,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-09-12,Gross beta in air,Gross Beta,0.0063,0.00041,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-04-11,Gross beta in air,Gross Beta,0.01071,0.00066,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-01-24,Gross beta in air,Gross Beta,0.01519,0.00093,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-02-28,Gross beta in air,Gross Beta,0.00757,0.00048,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-10-17,Gross beta in air,Gross Beta,0.00497,0.00033,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-10-10,Gross beta in air,Gross Beta,0.00424,0.00029,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-09-19,Gross beta in air,Gross Beta,0.00764,0.00049,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-02-7,Gross beta in air,Gross Beta,0.00957,0.0006,0.00017,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-09-26,Gross beta in air,Gross Beta,0.00641,0.00042,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-02-14,Gross beta in air,Gross Beta,0.00868,0.00055,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-10-3,Gross beta in air,Gross Beta,0.012,0.00074,0.00013,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-08-15,Gross beta in air,Gross Beta,0.00834,0.00053,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-10-24,Gross beta in air,Gross Beta,0.00348,0.00024,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-11-21,Gross beta in air,Gross Beta,0.01634,0.00099,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-09-5,Gross beta in air,Gross Beta,0.00582,0.00038,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-12-26,Gross beta in air,Gross Beta,0.01307,0.0008,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-12-19,Gross beta in air,Gross Beta,0.00857,0.00054,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-03-21,Gross beta in air,Gross Beta,0.00722,0.00046,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-03-28,Gross beta in air,Gross Beta,0.0072,0.00046,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-11-7,Gross beta in air,Gross Beta,0.00482,0.00032,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-08-29,Gross beta in air,Gross Beta,0.00586,0.00038,0.00013,PCI/M3
ALBUQUERQUE,AIR-FILTER,2018-11-14,Gross beta in air,Gross Beta,0.0107,0.00066,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-05-1,Gross beta in air,Gross Beta,0.00841,0.00053,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-12-11,Gross beta in air,Gross Beta,0.00431,0.00029,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-07-10,Gross beta in air,Gross Beta,0.00836,0.00053,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-05-29,Gross beta in air,Gross Beta,0.00628,0.00041,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-01-16,Gross beta in air,Gross Beta,0.00794,0.0005,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-01-23,Gross beta in air,Gross Beta,0.00264,0.00019,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-04-10,Gross beta in air,Gross Beta,0.00759,0.00048,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-04-24,Gross beta in air,Gross Beta,0.0047,0.00031,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-08-29,Gross beta in air,Gross Beta,0.00892,0.00056,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-05-8,Gross beta in air,Gross Beta,0.00882,0.00055,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-05-22,Gross beta in air,Gross Beta,0.00553,0.00036,0.00013,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-07-24,Gross beta in air,Gross Beta,0.00907,0.00057,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-09-11,Gross beta in air,Gross Beta,0.0081,0.00051,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-01-9,Gross beta in air,Gross Beta,0.01099,0.00069,0.00018,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-12-19,Gross beta in air,Gross Beta,0.00747,0.00047,0.00013,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-03-29,Gross beta in air,Gross Beta,0.0059,0.00038,0.00012,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-04-17,Gross beta in air,Gross Beta,0.00496,0.00033,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-12-31,Gross beta in air,Gross Beta,0.00803,0.00051,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-12-4,Gross beta in air,Gross Beta,0.0041,0.00028,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-10-9,Gross beta in air,Gross Beta,0.0115,0.00071,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-10-2,Gross beta in air,Gross Beta,0.00614,0.0004,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-03-6,Gross beta in air,Gross Beta,0.00707,0.00045,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-01-30,Gross beta in air,Gross Beta,0.00546,0.00036,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-02-20,Gross beta in air,Gross Beta,0.00647,0.00042,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-03-20,Gross beta in air,Gross Beta,0.00611,0.0004,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-07-31,Gross beta in air,Gross Beta,0.00905,0.00057,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-01-3,Gross beta in air,Gross Beta,0.01149,0.00071,0.00013,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-02-13,Gross beta in air,Gross Beta,0.00576,0.00038,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-02-6,Gross beta in air,Gross Beta,0.00807,0.00051,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-06-12,Gross beta in air,Gross Beta,0.00667,0.00043,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-08-14,Gross beta in air,Gross Beta,0.00999,0.00062,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-08-7,Gross beta in air,Gross Beta,0.00822,0.00052,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-07-17,Gross beta in air,Gross Beta,0.00758,0.00048,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-05-15,Gross beta in air,Gross Beta,0.00484,0.00032,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-06-5,Gross beta in air,Gross Beta,0.00629,0.00041,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-12-24,Gross beta in air,Gross Beta,0.0165,0.001,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-08-21,Gross beta in air,Gross Beta,0.00727,0.00046,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-02-27,Gross beta in air,Gross Beta,0.00605,0.00039,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-03-13,Gross beta in air,Gross Beta,0.00596,0.00039,0.00013,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-09-4,Gross beta in air,Gross Beta,0.00839,0.00054,0.00018,PCI/M3
ALBUQUERQUE,AIR-FILTER,2019-09-18,Gross beta in air,Gross Beta,0.00956,0.0006,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-02-12,Gross beta in air,Gross Beta,0.00405,0.00028,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-02-26,Gross beta in air,Gross Beta,0.00802,0.00051,0.00013,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-07-29,Gross beta in air,Gross Beta,0.00506,0.00034,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-07-22,Gross beta in air,Gross Beta,0.00988,0.00063,0.00019,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-04-8,Gross beta in air,Gross Beta,0.0078,0.0005,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-01-29,Gross beta in air,Gross Beta,0.00672,0.00043,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-08-5,Gross beta in air,Gross Beta,0.0073,0.00047,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-04-15,Gross beta in air,Gross Beta,0.00713,0.00046,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-07-8,Gross beta in air,Gross Beta,0.00893,0.00056,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-06-3,Gross beta in air,Gross Beta,0.00713,0.00046,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-06-17,Gross beta in air,Gross Beta,0.00693,0.00045,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-03-11,Gross beta in air,Gross Beta,0.0056,0.00037,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-05-27,Gross beta in air,Gross Beta,0.00629,0.00041,0.00017,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-02-5,Gross beta in air,Gross Beta,0.00454,0.00031,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-09-30,Gross beta in air,Gross Beta,0.01407,0.00086,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-02-19,Gross beta in air,Gross Beta,0.00566,0.00037,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-01-8,Gross beta in air,Gross Beta,0.00786,0.00049,0.00013,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-09-23,Gross beta in air,Gross Beta,0.0245,0.0015,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-03-25,Gross beta in air,Gross Beta,0.0035,0.00025,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-03-4,Gross beta in air,Gross Beta,0.00697,0.00045,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-04-29,Gross beta in air,Gross Beta,0.00737,0.00047,0.00016,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-03-18,Gross beta in air,Gross Beta,0.0038,0.00026,0.00015,PCI/M3
ALBUQUERQUE,AIR-FILTER,2020-04-1,Gross beta in air,Gross Beta,0.00607,0.00039,0.00014,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-08-3,Gross beta in air,Gross Beta,0.00578,0.00039,0.00022,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-08-31,Gross beta in air,Gross Beta,0.00939,0.0006,0.00021,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-10-19,Gross beta in air,Gross Beta,0.00631,0.00042,0.00021,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-09-14,Gross beta in air,Gross Beta,0.01131,0.00072,0.00022,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-10-26,Gross beta in air,Gross Beta,0.0063,0.00042,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-12-14,Gross beta in air,Gross Beta,0.00594,0.0004,0.00019,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-07-13,Gross beta in air,Gross Beta,0.00623,0.00042,0.00022,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-07-20,Gross beta in air,Gross Beta,0.00892,0.00057,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-12-21,Gross beta in air,Gross Beta,0.00725,0.00048,0.00021,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-06-8,Gross beta in air,Gross Beta,0.00937,0.0006,0.00021,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-12-28,Gross beta in air,Gross Beta,0.00968,0.00062,0.00018,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-07-7,Gross beta in air,Gross Beta,0.00641,0.00042,0.00017,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-09-28,Gross beta in air,Gross Beta,0.00726,0.00048,0.00019,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-12-7,Gross beta in air,Gross Beta,0.00582,0.00039,0.00021,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-11-30,Gross beta in air,Gross Beta,0.00788,0.00052,0.00018,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-06-15,Gross beta in air,Gross Beta,0.01128,0.00071,0.00021,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-10-5,Gross beta in air,Gross Beta,0.0071,0.00047,0.00022,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-11-2,Gross beta in air,Gross Beta,0.00764,0.0005,0.00021,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-11-16,Gross beta in air,Gross Beta,0.00833,0.00054,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-10-12,Gross beta in air,Gross Beta,0.00669,0.00044,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-08-24,Gross beta in air,Gross Beta,0.0066,0.00044,0.00021,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-09-21,Gross beta in air,Gross Beta,0.0042,0.0003,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-06-29,Gross beta in air,Gross Beta,0.00599,0.00041,0.00025,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-11-23,Gross beta in air,Gross Beta,0.01439,0.00089,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-08-10,Gross beta in air,Gross Beta,0.00853,0.00055,0.00018,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-06-23,Gross beta in air,Gross Beta,0.00657,0.00043,0.00017,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-08-17,Gross beta in air,Gross Beta,0.00798,0.00052,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2022-09-7,Gross beta in air,Gross Beta,0.00908,0.00058,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-02-15,Gross beta in air,Gross Beta,0.00481,0.00034,0.00019,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-02-23,Gross beta in air,Gross Beta,0.00682,0.00045,0.00018,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-03-8,Gross beta in air,Gross Beta,0.00652,0.00044,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-05-3,Gross beta in air,Gross Beta,0.00722,0.00048,0.00019,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-05-17,Gross beta in air,Gross Beta,0.00922,0.00059,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-02-8,Gross beta in air,Gross Beta,0.00743,0.00049,0.00019,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-03-15,Gross beta in air,Gross Beta,0.00448,0.00032,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-03-29,Gross beta in air,Gross Beta,0.00554,0.00038,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-01-18,Gross beta in air,Gross Beta,0.00415,0.0003,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-02-1,Gross beta in air,Gross Beta,0.00699,0.00046,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-05-10,Gross beta in air,Gross Beta,0.00662,0.00044,0.00021,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-04-19,Gross beta in air,Gross Beta,0.01274,0.0008,0.00019,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-03-1,Gross beta in air,Gross Beta,0.00486,0.00034,0.00022,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-01-11,Gross beta in air,Gross Beta,0.00506,0.00035,0.00021,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-01-25,Gross beta in air,Gross Beta,0.00803,0.00052,0.00019,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-04-6,Gross beta in air,Gross Beta,0.00488,0.00033,0.00017,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-01-4,Gross beta in air,Gross Beta,0.00372,0.00027,0.0002,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-04-12,Gross beta in air,Gross Beta,0.00867,0.00057,0.00023,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-03-22,Gross beta in air,Gross Beta,0.00484,0.00034,0.00019,PCI/M3
ALBUQUERQUE,AIR-FILTER,2023-04-26,Gross beta in air,Gross Beta,0.00865,0.00056,0.00019,PCI/M3
CARLSBAD,AIR-FILTER,2010-02-8,Gross beta in air,Gross Beta,0.01264,0.00083,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2010-03-22,Gross beta in air,Gross Beta,0.00826,0.00061,0.00045,PCI/M3
CARLSBAD,AIR-FILTER,2010-01-11,Gross beta in air,Gross Beta,0.0273,0.0017,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2010-02-22,Gross beta in air,Gross Beta,0.00711,0.00051,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2010-06-1,Gross beta in air,Gross Beta,0.01387,0.00093,0.00044,PCI/M3
CARLSBAD,AIR-FILTER,2010-02-15,Gross beta in air,Gross Beta,0.01462,0.00094,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2010-01-19,Gross beta in air,Gross Beta,0.0186,0.0012,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2010-03-9,Gross beta in air,Gross Beta,0.00932,0.00063,0.00028,PCI/M3
CARLSBAD,AIR-FILTER,2010-01-25,Gross beta in air,Gross Beta,0.00446,0.00037,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2010-04-20,Gross beta in air,Gross Beta,0.00613,0.00045,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2010-03-17,Gross beta in air,Gross Beta,0.01019,0.00068,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2010-04-26,Gross beta in air,Gross Beta,0.00629,0.00046,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2010-01-5,Gross beta in air,Gross Beta,0.0159,0.001,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2010-07-7,Gross beta in air,Gross Beta,0.00402,0.00033,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2010-05-18,Gross beta in air,Gross Beta,0.00813,0.00057,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2010-06-30,Gross beta in air,Gross Beta,0.00692,0.0005,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2010-05-26,Gross beta in air,Gross Beta,0.0085,0.00057,0.00028,PCI/M3
CARLSBAD,AIR-FILTER,2010-06-7,Gross beta in air,Gross Beta,0.01095,0.00075,0.00038,PCI/M3
CARLSBAD,AIR-FILTER,2010-03-1,Gross beta in air,Gross Beta,0.00942,0.00064,0.00032,PCI/M3
CARLSBAD,AIR-FILTER,2010-06-23,Gross beta in air,Gross Beta,0.00919,0.00062,0.00027,PCI/M3
CARLSBAD,AIR-FILTER,2010-05-4,Gross beta in air,Gross Beta,0.01141,0.00078,0.00038,PCI/M3
CARLSBAD,AIR-FILTER,2010-02-1,Gross beta in air,Gross Beta,0.01129,0.00075,0.00034,PCI/M3
CARLSBAD,AIR-FILTER,2010-07-13,Gross beta in air,Gross Beta,0.00648,0.00049,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2010-03-29,Gross beta in air,Gross Beta,0.00812,0.00057,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2010-05-11,Gross beta in air,Gross Beta,0.00758,0.00053,0.00031,PCI/M3
CARLSBAD,AIR-FILTER,2010-07-19,Gross beta in air,Gross Beta,0.0122,0.00082,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2010-04-13,Gross beta in air,Gross Beta,0.00879,0.00059,0.00027,PCI/M3
CARLSBAD,AIR-FILTER,2010-06-15,Gross beta in air,Gross Beta,0.0112,0.00073,0.00029,PCI/M3
CARLSBAD,AIR-FILTER,2010-04-5,Gross beta in air,Gross Beta,0.01053,0.00071,0.00033,PCI/M3
CARLSBAD,AIR-FILTER,2011-06-16,Gross beta in air,Gross Beta,0.0163,0.0011,0.0006,PCI/M3
CARLSBAD,AIR-FILTER,2011-06-20,Gross beta in air,Gross Beta,0.0205,0.0013,0.00084,PCI/M3
CARLSBAD,AIR-FILTER,2011-08-19,Gross beta in air,Gross Beta,0.01349,0.00092,0.00073,PCI/M3
CARLSBAD,AIR-FILTER,2011-12-5,Gross beta in air,Gross Beta,0.01348,0.00089,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2011-05-5,Gross beta in air,Gross Beta,0.0125,0.00083,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2011-10-28,Gross beta in air,Gross Beta,0.0122,0.00082,0.00052,PCI/M3
CARLSBAD,AIR-FILTER,2011-05-31,Gross beta in air,Gross Beta,0.01113,0.00075,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2011-10-18,Gross beta in air,Gross Beta,0.02,0.0012,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2011-09-22,Gross beta in air,Gross Beta,0.01496,0.00099,0.00052,PCI/M3
CARLSBAD,AIR-FILTER,2011-09-26,Gross beta in air,Gross Beta,0.0193,0.0012,0.00036,PCI/M3
CARLSBAD,AIR-FILTER,2011-11-21,Gross beta in air,Gross Beta,0.0162,0.001,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2011-04-14,Gross beta in air,Gross Beta,0.01396,0.00094,0.00074,PCI/M3
CARLSBAD,AIR-FILTER,2011-12-2,Gross beta in air,Gross Beta,0.0179,0.0011,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2011-08-8,Gross beta in air,Gross Beta,0.01312,0.00087,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2011-05-16,Gross beta in air,Gross Beta,0.00936,0.00063,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2011-04-18,Gross beta in air,Gross Beta,0.0168,0.0011,0.0006,PCI/M3
CARLSBAD,AIR-FILTER,2011-07-12,Gross beta in air,Gross Beta,0.0156,0.001,0.00042,PCI/M3
CARLSBAD,AIR-FILTER,2011-05-2,Gross beta in air,Gross Beta,0.0161,0.0012,0.0012,PCI/M3
CARLSBAD,AIR-FILTER,2011-08-16,Gross beta in air,Gross Beta,0.0156,0.001,0.00052,PCI/M3
CARLSBAD,AIR-FILTER,2011-08-26,Gross beta in air,Gross Beta,0.01072,0.00073,0.00047,PCI/M3
CARLSBAD,AIR-FILTER,2011-06-23,Gross beta in air,Gross Beta,0.01475,0.00098,0.00068,PCI/M3
CARLSBAD,AIR-FILTER,2011-05-23,Gross beta in air,Gross Beta,0.01309,0.00098,0.0011,PCI/M3
CARLSBAD,AIR-FILTER,2011-06-5,Gross beta in air,Gross Beta,0.0155,0.0011,0.0011,PCI/M3
CARLSBAD,AIR-FILTER,2011-10-4,Gross beta in air,Gross Beta,0.0225,0.0014,0.00035,PCI/M3
CARLSBAD,AIR-FILTER,2011-06-13,Gross beta in air,Gross Beta,0.01486,0.00096,0.00043,PCI/M3
CARLSBAD,AIR-FILTER,2011-03-31,Gross beta in air,Gross Beta,0.01078,0.00073,0.00048,PCI/M3
CARLSBAD,AIR-FILTER,2011-12-9,Gross beta in air,Gross Beta,0.0182,0.0011,0.00037,PCI/M3
CARLSBAD,AIR-FILTER,2011-04-7,Gross beta in air,Gross Beta,0.0073,0.00054,0.00049,PCI/M3
CARLSBAD,AIR-FILTER,2011-11-8,Gross beta in air,Gross Beta,0.01178,0.00074,0.00025,PCI/M3
CARLSBAD,AIR-FILTER,2011-06-3,Gross beta in air,Gross Beta,0.015,0.001,0.00063,PCI/M3
